Timestamp: 2022-05-13 01:14:56, values: 30*C, 47%
Timestamp: 2022-05-13 02:31:06, values: 31*C, 46%
Timestamp: 2022-05-13 02:34:00, values: 30*C, 49%
Timestamp: 2022-05-13 02:34:02, values: 30*C, 48%
Timestamp: 2022-05-13 02:34:05, values: 30*C, 47%
Timestamp: 2022-05-13 02:34:07, values: 31*C, 47%
Timestamp: 2022-05-13 02:34:16, values: 31*C, 46%
Timestamp: 2022-05-13 02:34:29, values: 31*C, 45%
Timestamp: 2022-05-13 02:34:41, values: 31*C, 45%
Timestamp: 2022-05-13 02:35:35, values: 31*C, 45%
Timestamp: 2022-05-13 02:35:55, values: 31*C, 45%
Timestamp: 2022-05-13 02:36:40, values: 31*C, 45%
Timestamp: 2022-05-13 02:36:43, values: 31*C, 45%
Timestamp: 2022-05-13 02:36:54, values: 31*C, 45%
Timestamp: 2022-05-13 02:37:08, values: 31*C, 45%
Timestamp: 2022-05-13 02:37:32, values: 31*C, 45%
Timestamp: 2022-05-13 02:37:37, values: 31*C, 45%
Timestamp: 2022-05-13 02:37:39, values: 31*C, 45%
Timestamp: 2022-05-13 02:37:48, values: 31*C, 45%
Timestamp: 2022-05-13 02:37:55, values: 31*C, 45%
Timestamp: 2022-05-13 02:53:31, values: 31*C, 43%
Timestamp: 2022-05-13 03:17:01, values: 28*C, 42%
Timestamp: 2022-05-13 03:18:22, values: 28*C, 42%
Timestamp: 2022-05-13 03:23:32, values: 28*C, 42%
Timestamp: 2022-05-13 03:25:40, values: 28*C, 42%
Timestamp: 2022-05-13 03:26:41, values: 28*C, 42%
Timestamp: 2022-05-13 03:30:14, values: 28*C, 42%
Timestamp: 2022-05-13 03:30:27, values: 28*C, 42%
Timestamp: 2022-05-13 03:33:28, values: 28*C, 42%
Timestamp: 2022-05-13 03:33:40, values: 28*C, 42%
Timestamp: 2022-05-13 03:34:50, values: 28*C, 42%
Timestamp: 2022-05-13 03:38:45, values: 28*C, 42%
Timestamp: 2022-05-13 03:39:43, values: 28*C, 42%
Timestamp: 2022-05-13 03:41:23, values: 28*C, 42%
Timestamp: 2022-05-13 03:41:25, values: 28*C, 42%
Timestamp: 2022-05-13 03:41:34, values: 28*C, 42%
Timestamp: 2022-05-13 03:41:43, values: 28*C, 42%
Timestamp: 2022-05-13 03:41:59, values: 28*C, 42%
Timestamp: 2022-05-13 03:42:04, values: 28*C, 42%
Timestamp: 2022-05-13 03:42:31, values: 27*C, 42%
Timestamp: 2022-05-13 03:42:44, values: 28*C, 42%
Timestamp: 2022-05-13 03:42:47, values: 28*C, 42%
Timestamp: 2022-05-13 03:42:49, values: 28*C, 42%
Timestamp: 2022-05-13 03:43:07, values: 28*C, 42%
Timestamp: 2022-05-13 03:47:40, values: 27*C, 42%
Timestamp: 2022-05-13 03:49:42, values: 27*C, 42%
Timestamp: 2022-05-13 03:51:24, values: 27*C, 42%
Timestamp: 2022-05-13 03:51:31, values: 27*C, 42%
Timestamp: 2022-05-13 03:53:42, values: 27*C, 42%
Timestamp: 2022-05-13 03:54:54, values: 27*C, 42%
Timestamp: 2022-05-13 03:55:05, values: 27*C, 42%
Timestamp: 2022-05-13 03:56:04, values: 27*C, 42%
Timestamp: 2022-05-13 03:56:09, values: 27*C, 42%
Timestamp: 2022-05-13 03:56:16, values: 27*C, 42%
Timestamp: 2022-05-13 03:57:12, values: 27*C, 42%
Timestamp: 2022-05-13 03:57:41, values: 27*C, 42%
Timestamp: 2022-05-13 03:59:07, values: 27*C, 42%
Timestamp: 2022-05-13 04:00:17, values: 27*C, 42%
Timestamp: 2022-05-13 04:00:35, values: 27*C, 42%
Timestamp: 2022-05-13 04:01:21, values: 27*C, 42%
Timestamp: 2022-05-13 04:01:54, values: 27*C, 42%
Timestamp: 2022-05-13 04:03:36, values: 27*C, 42%
Timestamp: 2022-05-13 04:03:50, values: 27*C, 42%
Timestamp: 2022-05-13 04:04:06, values: 27*C, 42%
Timestamp: 2022-05-13 04:04:17, values: 27*C, 42%
Timestamp: 2022-05-13 04:04:24, values: 27*C, 42%
Timestamp: 2022-05-13 04:04:26, values: 27*C, 42%
Timestamp: 2022-05-13 04:04:35, values: 27*C, 42%
Timestamp: 2022-05-13 04:05:45, values: 27*C, 42%
Timestamp: 2022-05-13 04:05:59, values: 27*C, 42%
Timestamp: 2022-05-13 04:06:40, values: 27*C, 42%
Timestamp: 2022-05-13 04:06:53, values: 27*C, 42%
Timestamp: 2022-05-13 04:07:14, values: 27*C, 42%
Timestamp: 2022-05-13 04:07:18, values: 27*C, 42%
Timestamp: 2022-05-13 04:07:34, values: 27*C, 42%
Timestamp: 2022-05-13 04:07:59, values: 27*C, 42%
Timestamp: 2022-05-13 04:08:03, values: 27*C, 42%
Timestamp: 2022-05-13 04:08:19, values: 27*C, 42%
Timestamp: 2022-05-13 04:08:37, values: 27*C, 42%
Timestamp: 2022-05-13 04:08:55, values: 27*C, 42%
Timestamp: 2022-05-13 04:09:22, values: 27*C, 42%
Timestamp: 2022-05-13 04:09:36, values: 27*C, 42%
Timestamp: 2022-05-13 04:10:19, values: 27*C, 42%
Timestamp: 2022-05-13 04:10:26, values: 27*C, 42%
Timestamp: 2022-05-13 04:10:28, values: 27*C, 42%
Timestamp: 2022-05-13 04:10:48, values: 27*C, 42%
Timestamp: 2022-05-13 04:10:57, values: 27*C, 42%
Timestamp: 2022-05-13 04:11:36, values: 27*C, 42%
Timestamp: 2022-05-13 04:11:45, values: 27*C, 42%
Timestamp: 2022-05-13 04:12:05, values: 27*C, 42%
Timestamp: 2022-05-13 04:12:10, values: 27*C, 42%
Timestamp: 2022-05-13 04:12:28, values: 27*C, 42%
Timestamp: 2022-05-13 04:13:13, values: 27*C, 42%
Timestamp: 2022-05-13 04:13:15, values: 27*C, 42%
Timestamp: 2022-05-13 04:13:31, values: 27*C, 42%
Timestamp: 2022-05-13 04:13:35, values: 27*C, 42%
Timestamp: 2022-05-13 04:13:47, values: 27*C, 42%
Timestamp: 2022-05-13 04:14:07, values: 27*C, 42%
Timestamp: 2022-05-13 04:14:12, values: 27*C, 42%
Timestamp: 2022-05-13 04:14:34, values: 27*C, 42%
Timestamp: 2022-05-13 04:14:41, values: 27*C, 42%
Timestamp: 2022-05-13 04:15:04, values: 27*C, 42%
Timestamp: 2022-05-13 04:15:15, values: 27*C, 42%
Timestamp: 2022-05-13 04:15:19, values: 27*C, 42%
Timestamp: 2022-05-13 04:15:24, values: 27*C, 42%
Timestamp: 2022-05-13 04:15:35, values: 27*C, 42%
Timestamp: 2022-05-13 04:15:53, values: 27*C, 42%
Timestamp: 2022-05-13 04:15:56, values: 27*C, 42%
Timestamp: 2022-05-13 04:16:02, values: 27*C, 42%
Timestamp: 2022-05-13 04:16:09, values: 27*C, 42%
Timestamp: 2022-05-13 04:16:25, values: 27*C, 42%
Timestamp: 2022-05-13 04:16:38, values: 27*C, 42%
Timestamp: 2022-05-13 04:17:08, values: 27*C, 42%
Timestamp: 2022-05-13 04:17:24, values: 27*C, 42%
Timestamp: 2022-05-13 04:17:28, values: 27*C, 42%
Timestamp: 2022-05-13 04:17:35, values: 27*C, 42%
Timestamp: 2022-05-13 04:17:42, values: 27*C, 42%
Timestamp: 2022-05-13 04:17:49, values: 27*C, 42%
Timestamp: 2022-05-13 04:18:13, values: 27*C, 42%
Timestamp: 2022-05-13 04:18:43, values: 27*C, 42%
Timestamp: 2022-05-13 04:18:52, values: 27*C, 42%
Timestamp: 2022-05-13 04:18:54, values: 27*C, 42%
Timestamp: 2022-05-13 04:19:14, values: 27*C, 42%
Timestamp: 2022-05-13 04:19:46, values: 27*C, 42%
Timestamp: 2022-05-13 04:19:48, values: 27*C, 42%
Timestamp: 2022-05-13 04:19:55, values: 27*C, 42%
Timestamp: 2022-05-13 04:20:06, values: 27*C, 42%
Timestamp: 2022-05-13 04:20:27, values: 27*C, 42%
Timestamp: 2022-05-13 04:20:43, values: 27*C, 42%
Timestamp: 2022-05-13 04:21:07, values: 27*C, 42%
Timestamp: 2022-05-13 04:21:14, values: 27*C, 42%
Timestamp: 2022-05-13 04:21:25, values: 27*C, 42%
Timestamp: 2022-05-13 04:21:57, values: 27*C, 42%
Timestamp: 2022-05-13 04:22:45, values: 27*C, 42%
Timestamp: 2022-05-13 04:22:58, values: 27*C, 42%
Timestamp: 2022-05-13 04:23:05, values: 27*C, 42%
Timestamp: 2022-05-13 04:23:07, values: 27*C, 42%
Timestamp: 2022-05-13 04:23:09, values: 27*C, 42%
Timestamp: 2022-05-13 04:23:41, values: 27*C, 42%
Timestamp: 2022-05-13 04:23:43, values: 27*C, 42%
Timestamp: 2022-05-13 04:24:04, values: 27*C, 42%
Timestamp: 2022-05-13 04:24:10, values: 27*C, 42%
Timestamp: 2022-05-13 04:24:47, values: 27*C, 42%
Timestamp: 2022-05-13 04:25:05, values: 27*C, 42%
Timestamp: 2022-05-13 04:25:07, values: 27*C, 42%
Timestamp: 2022-05-13 04:25:41, values: 27*C, 42%
Timestamp: 2022-05-13 04:25:54, values: 27*C, 42%
Timestamp: 2022-05-13 04:26:35, values: 27*C, 42%
Timestamp: 2022-05-13 04:26:53, values: 27*C, 42%
Timestamp: 2022-05-13 04:26:58, values: 27*C, 42%
Timestamp: 2022-05-13 04:29:16, values: 27*C, 42%
Timestamp: 2022-05-13 04:40:25, values: 26*C, 43%
Timestamp: 2022-05-13 04:49:05, values: 26*C, 43%
Timestamp: 2022-05-13 04:51:05, values: 26*C, 43%
Timestamp: 2022-05-13 04:52:10, values: 26*C, 43%
Timestamp: 2022-05-13 04:52:55, values: 26*C, 43%
Timestamp: 2022-05-13 04:54:26, values: 26*C, 43%
Timestamp: 2022-05-13 04:54:35, values: 26*C, 43%
Timestamp: 2022-05-13 04:55:42, values: 26*C, 43%
Timestamp: 2022-05-13 04:56:19, values: 26*C, 43%
Timestamp: 2022-05-13 04:57:04, values: 26*C, 43%
Timestamp: 2022-05-13 04:57:11, values: 26*C, 43%
Timestamp: 2022-05-13 04:58:21, values: 26*C, 43%
Timestamp: 2022-05-13 05:00:16, values: 26*C, 43%
Timestamp: 2022-05-13 05:00:41, values: 26*C, 43%
Timestamp: 2022-05-13 05:01:01, values: 26*C, 43%
Timestamp: 2022-05-13 05:02:56, values: 26*C, 43%
Timestamp: 2022-05-13 05:04:20, values: 26*C, 43%
Timestamp: 2022-05-13 05:04:24, values: 26*C, 43%
Timestamp: 2022-05-13 05:05:48, values: 26*C, 43%
Timestamp: 2022-05-13 05:06:27, values: 26*C, 43%
Timestamp: 2022-05-13 05:06:41, values: 26*C, 43%
Timestamp: 2022-05-13 05:07:10, values: 26*C, 43%
Timestamp: 2022-05-13 05:07:24, values: 26*C, 43%
Timestamp: 2022-05-13 05:08:04, values: 26*C, 43%
Timestamp: 2022-05-13 05:09:12, values: 26*C, 43%
Timestamp: 2022-05-13 05:09:53, values: 26*C, 43%
Timestamp: 2022-05-13 05:10:20, values: 26*C, 43%
Timestamp: 2022-05-13 05:10:33, values: 26*C, 43%
Timestamp: 2022-05-13 05:10:49, values: 26*C, 43%
Timestamp: 2022-05-13 05:10:51, values: 26*C, 43%
Timestamp: 2022-05-13 05:11:57, values: 26*C, 43%
Timestamp: 2022-05-13 05:12:13, values: 26*C, 43%
Timestamp: 2022-05-13 05:12:33, values: 26*C, 43%
Timestamp: 2022-05-13 05:13:39, values: 26*C, 43%
Timestamp: 2022-05-13 05:15:18, values: 26*C, 43%
Timestamp: 2022-05-13 05:15:50, values: 26*C, 43%
Timestamp: 2022-05-13 05:16:48, values: 26*C, 43%
Timestamp: 2022-05-13 05:17:27, values: 26*C, 43%
Timestamp: 2022-05-13 05:17:34, values: 26*C, 43%
Timestamp: 2022-05-13 05:18:12, values: 26*C, 43%
Timestamp: 2022-05-13 05:19:06, values: 26*C, 43%
Timestamp: 2022-05-13 05:19:11, values: 26*C, 43%
Timestamp: 2022-05-13 05:19:56, values: 26*C, 43%
Timestamp: 2022-05-13 05:20:01, values: 26*C, 43%
Timestamp: 2022-05-13 05:20:59, values: 26*C, 43%
Timestamp: 2022-05-13 05:21:33, values: 26*C, 43%
Timestamp: 2022-05-13 05:23:06, values: 26*C, 43%
Timestamp: 2022-05-13 05:24:20, values: 26*C, 43%
Timestamp: 2022-05-13 05:24:32, values: 26*C, 43%
Timestamp: 2022-05-13 05:25:21, values: 26*C, 43%
Timestamp: 2022-05-13 05:25:26, values: 26*C, 43%
Timestamp: 2022-05-13 05:25:51, values: 26*C, 43%
Timestamp: 2022-05-13 05:25:55, values: 26*C, 43%
Timestamp: 2022-05-13 05:25:58, values: 26*C, 43%
Timestamp: 2022-05-13 05:26:00, values: 26*C, 43%
Timestamp: 2022-05-13 05:27:17, values: 26*C, 43%
Timestamp: 2022-05-13 05:27:39, values: 26*C, 43%
Timestamp: 2022-05-13 05:28:11, values: 26*C, 43%
Timestamp: 2022-05-13 05:29:01, values: 26*C, 43%
Timestamp: 2022-05-13 05:29:14, values: 26*C, 43%
Timestamp: 2022-05-13 05:29:35, values: 26*C, 43%
Timestamp: 2022-05-13 05:29:44, values: 26*C, 43%
Timestamp: 2022-05-13 05:30:08, values: 26*C, 43%
Timestamp: 2022-05-13 05:30:36, values: 26*C, 43%
Timestamp: 2022-05-13 05:31:30, values: 26*C, 43%
Timestamp: 2022-05-13 05:31:34, values: 26*C, 43%
Timestamp: 2022-05-13 05:32:10, values: 26*C, 43%
Timestamp: 2022-05-13 05:33:09, values: 26*C, 43%
Timestamp: 2022-05-13 05:33:48, values: 26*C, 43%
Timestamp: 2022-05-13 05:33:59, values: 26*C, 43%
Timestamp: 2022-05-13 05:34:31, values: 26*C, 43%
Timestamp: 2022-05-13 05:34:33, values: 26*C, 43%
Timestamp: 2022-05-13 05:34:44, values: 26*C, 43%
Timestamp: 2022-05-13 05:34:53, values: 26*C, 44%
Timestamp: 2022-05-13 05:35:00, values: 26*C, 43%
Timestamp: 2022-05-13 05:35:29, values: 26*C, 43%
Timestamp: 2022-05-13 05:37:38, values: 26*C, 44%
Timestamp: 2022-05-13 05:37:56, values: 26*C, 43%
Timestamp: 2022-05-13 05:38:03, values: 26*C, 44%
Timestamp: 2022-05-13 05:38:17, values: 26*C, 44%
Timestamp: 2022-05-13 05:38:46, values: 26*C, 44%
Timestamp: 2022-05-13 05:39:11, values: 26*C, 44%
Timestamp: 2022-05-13 05:39:13, values: 26*C, 44%
Timestamp: 2022-05-13 05:39:15, values: 26*C, 44%
Timestamp: 2022-05-13 05:39:47, values: 26*C, 44%
Timestamp: 2022-05-13 05:39:49, values: 26*C, 44%
Timestamp: 2022-05-13 05:40:03, values: 26*C, 44%
Timestamp: 2022-05-13 05:40:05, values: 26*C, 44%
Timestamp: 2022-05-13 05:42:54, values: 26*C, 44%
Timestamp: 2022-05-13 05:42:57, values: 26*C, 44%
Timestamp: 2022-05-13 05:42:59, values: 26*C, 44%
Timestamp: 2022-05-13 05:43:06, values: 26*C, 44%
Timestamp: 2022-05-13 05:44:47, values: 26*C, 44%
Timestamp: 2022-05-13 05:44:59, values: 26*C, 44%
Timestamp: 2022-05-13 05:45:48, values: 26*C, 44%
Timestamp: 2022-05-13 05:45:51, values: 26*C, 44%
Timestamp: 2022-05-13 05:45:53, values: 26*C, 44%
Timestamp: 2022-05-13 05:46:13, values: 26*C, 44%
Timestamp: 2022-05-13 05:47:05, values: 26*C, 44%
Timestamp: 2022-05-13 05:47:17, values: 26*C, 44%
Timestamp: 2022-05-13 05:47:48, values: 26*C, 44%
Timestamp: 2022-05-13 05:48:36, values: 26*C, 44%
Timestamp: 2022-05-13 05:48:45, values: 26*C, 44%
Timestamp: 2022-05-13 05:49:05, values: 26*C, 44%
Timestamp: 2022-05-13 05:49:21, values: 26*C, 44%
Timestamp: 2022-05-13 05:49:37, values: 26*C, 44%
Timestamp: 2022-05-13 05:50:22, values: 26*C, 44%
Timestamp: 2022-05-13 05:50:40, values: 26*C, 44%
Timestamp: 2022-05-13 05:51:00, values: 26*C, 44%
Timestamp: 2022-05-13 05:51:45, values: 26*C, 44%
Timestamp: 2022-05-13 05:52:31, values: 26*C, 44%
Timestamp: 2022-05-13 05:52:53, values: 26*C, 44%
Timestamp: 2022-05-13 05:52:55, values: 26*C, 44%
Timestamp: 2022-05-13 05:53:38, values: 26*C, 44%
Timestamp: 2022-05-13 05:54:21, values: 26*C, 44%
Timestamp: 2022-05-13 05:55:16, values: 26*C, 44%
Timestamp: 2022-05-13 05:56:03, values: 26*C, 44%
Timestamp: 2022-05-13 05:56:12, values: 26*C, 44%
Timestamp: 2022-05-13 05:56:19, values: 26*C, 44%
Timestamp: 2022-05-13 05:57:18, values: 26*C, 44%
Timestamp: 2022-05-13 05:58:01, values: 26*C, 45%
Timestamp: 2022-05-13 05:58:10, values: 26*C, 44%
Timestamp: 2022-05-13 05:58:53, values: 26*C, 45%
Timestamp: 2022-05-13 05:58:59, values: 26*C, 45%
Timestamp: 2022-05-13 06:00:36, values: 26*C, 45%
Timestamp: 2022-05-13 06:01:08, values: 26*C, 45%
Timestamp: 2022-05-13 06:01:44, values: 26*C, 45%
Timestamp: 2022-05-13 06:01:56, values: 26*C, 45%
Timestamp: 2022-05-13 06:03:10, values: 26*C, 45%
Timestamp: 2022-05-13 06:03:17, values: 26*C, 45%
Timestamp: 2022-05-13 06:04:22, values: 26*C, 45%
Timestamp: 2022-05-13 06:04:50, values: 26*C, 45%
Timestamp: 2022-05-13 06:05:03, values: 26*C, 45%
Timestamp: 2022-05-13 06:05:21, values: 26*C, 45%
Timestamp: 2022-05-13 06:05:35, values: 26*C, 45%
Timestamp: 2022-05-13 06:05:57, values: 26*C, 45%
Timestamp: 2022-05-13 06:06:20, values: 26*C, 45%
Timestamp: 2022-05-13 06:07:16, values: 26*C, 45%
Timestamp: 2022-05-13 06:07:37, values: 26*C, 45%
Timestamp: 2022-05-13 06:07:59, values: 26*C, 45%
Timestamp: 2022-05-13 06:08:04, values: 26*C, 45%
Timestamp: 2022-05-13 06:08:11, values: 26*C, 45%
Timestamp: 2022-05-13 06:08:13, values: 26*C, 45%
Timestamp: 2022-05-13 06:09:07, values: 26*C, 45%
Timestamp: 2022-05-13 06:09:50, values: 26*C, 44%
Timestamp: 2022-05-13 06:10:04, values: 26*C, 45%
Timestamp: 2022-05-13 06:10:06, values: 26*C, 45%
Timestamp: 2022-05-13 06:10:13, values: 26*C, 44%
Timestamp: 2022-05-13 06:10:26, values: 26*C, 44%
Timestamp: 2022-05-13 06:11:39, values: 26*C, 45%
Timestamp: 2022-05-13 06:11:43, values: 26*C, 44%
Timestamp: 2022-05-13 06:13:07, values: 26*C, 44%
Timestamp: 2022-05-13 06:13:23, values: 26*C, 44%
Timestamp: 2022-05-13 06:13:56, values: 26*C, 44%
Timestamp: 2022-05-13 06:14:33, values: 26*C, 44%
Timestamp: 2022-05-13 06:14:48, values: 26*C, 44%
Timestamp: 2022-05-13 06:14:55, values: 26*C, 44%
Timestamp: 2022-05-13 06:15:00, values: 26*C, 44%
Timestamp: 2022-05-13 06:15:04, values: 26*C, 44%
Timestamp: 2022-05-13 06:15:40, values: 26*C, 44%
Timestamp: 2022-05-13 06:16:26, values: 26*C, 44%
Timestamp: 2022-05-13 06:16:28, values: 26*C, 44%
Timestamp: 2022-05-13 06:16:50, values: 26*C, 44%
Timestamp: 2022-05-13 06:18:16, values: 26*C, 44%
Timestamp: 2022-05-13 06:18:28, values: 26*C, 44%
Timestamp: 2022-05-13 06:18:37, values: 26*C, 44%
Timestamp: 2022-05-13 06:18:43, values: 26*C, 44%
Timestamp: 2022-05-13 06:18:57, values: 26*C, 44%
Timestamp: 2022-05-13 06:19:11, values: 26*C, 44%
Timestamp: 2022-05-13 06:19:22, values: 26*C, 44%
Timestamp: 2022-05-13 06:19:26, values: 26*C, 44%
Timestamp: 2022-05-13 06:19:29, values: 26*C, 44%
Timestamp: 2022-05-13 06:19:40, values: 26*C, 44%
Timestamp: 2022-05-13 06:19:49, values: 26*C, 44%
Timestamp: 2022-05-13 06:19:56, values: 26*C, 44%
Timestamp: 2022-05-13 06:20:12, values: 26*C, 44%
Timestamp: 2022-05-13 06:21:17, values: 26*C, 44%
Timestamp: 2022-05-13 06:21:44, values: 26*C, 44%
Timestamp: 2022-05-13 06:21:51, values: 26*C, 44%
Timestamp: 2022-05-13 06:22:54, values: 26*C, 44%
Timestamp: 2022-05-13 06:23:51, values: 26*C, 44%
Timestamp: 2022-05-13 06:24:29, values: 26*C, 44%
Timestamp: 2022-05-13 06:26:06, values: 26*C, 44%
Timestamp: 2022-05-13 06:26:18, values: 26*C, 44%
Timestamp: 2022-05-13 06:26:22, values: 26*C, 44%
Timestamp: 2022-05-13 06:26:24, values: 26*C, 44%
Timestamp: 2022-05-13 06:26:49, values: 26*C, 44%
Timestamp: 2022-05-13 06:27:16, values: 26*C, 44%
